The bigram counts for the sentence "<s> mark antony shall say i am not well and for thy humor i will stay at home </s>"
                 <s>      mark    antony     shall       say         i        am       not      well       and       for       thy     humor         i      will      stay        at      home      </s>
        no  0.000000  0.000000  0.021505  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.021505  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.010753  0.000000  0.000000  0.000000  0.000000  0.000000  0.021505
     harme  0.000000  0.000000  0.000000  0.500000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.500000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
  intended  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.500000  0.000000  0.000000  0.000000  0.500000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
        to  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.002242  0.000000  0.000000  0.000000  0.013453  0.000000  0.000000  0.000000  0.002242  0.000000  0.000000  0.000000  0.006726  0.004484  0.000000  0.000000
      your  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.006711  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.006711  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
    person  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  1.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
       nor  0.000000  0.041667  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.083333  0.000000  0.000000  0.041667  0.000000  0.000000  0.000000  0.041667  0.083333  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
        to  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.002242  0.000000  0.000000  0.000000  0.013453  0.000000  0.000000  0.000000  0.002242  0.000000  0.000000  0.000000  0.006726  0.004484  0.000000  0.000000
        no  0.000000  0.000000  0.021505  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.021505  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.010753  0.000000  0.000000  0.000000  0.000000  0.000000  0.021505
     roman  0.000000  0.000000  0.000000  0.071429  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.071429  0.000000  0.071429  0.000000  0.000000  0.142857
      else  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.076923  0.000000  0.000000  0.000000  0.000000  0.076923  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.076923  0.000000  0.000000  0.000000  0.153846
        so  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.028777  0.000000  0.000000  0.014388  0.007194  0.000000  0.000000  0.021583  0.000000  0.000000  0.000000  0.021583  0.007194  0.000000  0.000000  0.000000  0.007194  0.000000  0.000000  0.136691
      tell  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.162162  0.000000  0.000000
      them  0.000000  0.000000  0.000000  0.000000  0.000000  0.016949  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.033898  0.000000  0.000000  0.000000  0.033898  0.000000  0.000000  0.000000  0.050847  0.000000  0.000000  0.016949  0.203390
   publius  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.090909  0.000000  0.000000  0.090909  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.363636
      </s>  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000

P("<s> talke not of standing publius good cheere there is no harme intended to your person nor to no roman else so tell them publius </s>") without add-one smoothing is 0

